text,label
Electronics store,category
"Halim Chowk, near ubgb bank",address
085217 64229,phone
JYOTI INFOMEDIA,name
Computer store,category
Mahavir Marg,address
093045 31449,phone
Electronic Shop,name
Grocery store,category
13,address
091552 45646,phone
BUKSHI ELECTRONIC,name
Electronics store,category
4X32+H7G,address
084078 59865,phone
Sana Electronics,name
Watch store,category
"Churipatti Rd, near Ramzan Bridge",address
095725 47850,phone
City Mobile,name
Electronics store,category
Hospital Rd,address
093043 79919,phone
Mobile Care,name
Cell phone store,category
"Khagra Mela gate, 855107",address
070041 00113,phone
Dev Battery(Dev Enterprises),name
Electronics store,category
"Mahavir Marg, in front of puja hotel, near congress office",address
084093 13479,phone
Shoukat Electrical,name
Electrical supply store,category
Pachim pali chowk,address
096313 90343,phone
Rayan Electrical House,name
Electronics store,category
Shop No 04 Ward No 01,address
099731 55175,phone
Kumar Electronic,name
Cell phone store,category
Hawai adda road,address
099732 50005,phone
kishanganj Electricals,name
Electronics store,category
"4X23+R84, Mahavir Marg",address
087094 99904,phone
Naveen Electronics,name
Electronics store,category
"4X33+P35, Kasera Patti Tegharia Rd",address
094732 44368,phone
Puja Service,name
Cell phone store,category
Bhagat Toli Rd,address
080028 00400,phone
Kejriwal Brothers,name
Electrical products wholesaler,category
"4X22+VWJ, Mahavir Marg",address
094312 67337,phone
Ashok Electronics,name
Electronics store,category
"Shop No-01,Ward No-22, Mera Road, near of Khagra",address
070507 15412,phone
Mayank Printers,name
Computer store,category
"Ganga Babu Chwok, Thakurbari Rd",address
085400 51572,phone
Mr. Pc,name
Computer repair service,category
"Line para, Santosh Marg, near jhulan mandir",address
070045 61340,phone
"Sony Digital, Day Market",name
Computer store,category
Sabji Mandi,address
094702 72883,phone
Taher computer city,name
Computer Wholesaler,category
"4W3X+J32, Churipatti Rd",address
099312 14772,phone
Lakshmi Radio Co.,name
Electronics store,category
Neem Chand Rd,address
070043 17068,phone
Shiva security solutions and Suppliers,name
Security system supplier,category
Mahavir Marg,address
072097 48810,phone
Laptop World,name
Computer accessories store,category
"Ahmad Complex, Hospital Rd, near LIC Office",address
088023 34642,phone
Mobile Repair Center (Ashar Khushru),name
Electronics store,category
3WXV+7XJ,address
079797 48241,phone
Shekhar Cyber Cafe,name
Cell phone accessory store,category
Mudhibechi Bibiganj Kishanganj Bihar 855101 Bibiganj To Talgaach Main Road,address
088104 14530,phone
Mobile Campus,name
Electronics store,category
"Bharat Scan, Mahavir Marg, near Gurdwara",address
097096 56762,phone
RITIKA COMPUTER,name
Computer store,category
"Mahavir Marg, near puja hotel",address
094318 85520,phone
Om Computer,name
Computer support and services,category
"Dharamsala, near Railway Station",address
094725 77292,phone
Rumi Electronics,name
Electronics store,category
4W3X+QJ7,address
070703 20480,phone
N.A. Communication,name
Computer store,category
Khagra Nawab Road Khagra Nawab Road,address
080847 18635,phone
Jyoti Computer Kishanganj,name
Computer store,category
07 Kishanganj,address
072940 34590,phone
Jugesh Electronic Store,name
Electronics store,category
3WX6+2V9 Wy T,address
089862 30860,phone
Nisar Online Service,name
Computer store,category
065,address
095461 32650,phone
DSLR Camera on rent (passion photography),name
Photography service,category
"Imligola chowl, Imligola chowk, Insan School Rd",address
088251 82821,phone
Ashish Kumar,name
Computer store,category
102,address
074928 63724,phone
Intzar Mobile Ripering,name
Computer store,category
3,address
099395 49211,phone
Kishanganj Trading Co,name
Electronics store,category
"855108, Neem Chand Rd",address
06456 225 086,phone
Mamta Tyre And Battery,name
Electronics store,category
6RXJ+3Q4,address
089860 97970,phone
Maa Kali videography,name
Advertising Photographer,category
"Mahavir Marg, near Congress office",address
085419 79665,phone
KGN COMPUTER SHOP,name
Computer store,category
"3, GOURIHAT TAIYABPUR",address
062047 92036,phone
Keshri Times,name
Electronics store,category
03 Kishanganj,address
094314 65524,phone
Technotech Computers,name
Electronics store,category
"Mahavir Marg, Opposite Puja Hotel",address
095077 58231,phone
Adi Electricals,name
Electronics store,category
opposite Line Urdu Middle School,address
070043 82349,phone
ROSE ELECTRICAL,name
Electronics store,category
"Shop No. 51A, Pothia, Kishanganj Block Road, near of Pothia Police Station",address
091137 85365,phone
Firoj Mobile,name
Computer store,category
"09, Jalalpur",address
096615 85439,phone
Akash Enterprises,name
Computer store,category
near State Bank Of India,address
095076 50580,phone
Md Asraf Ali,name
Electronics store,category
"Shop Number 40, Day Market",address
070048 36172,phone
Aayat,name
Computer store,category
"08, Galgaliya Pul",address
089872 82046,phone
Sufiyan Telicom,name
Computer store,category
321,address
081013 49299,phone
SHAMA PERWEEN,name
Computer store,category
"Maleria Office, Line",address
091429 85044,phone
ISMAIL ELECTRIC SHOP,name
Electronics store,category
"SHOP NO 01, RAJDHANI NEAR SONAKOLE, PRIMARY SCHOOL",address
097332 84098,phone
Afshar Star Garage,name
Mechanic,category
Line Para Main Rd,address
091224 17860,phone
abu zafar,name
Computer store,category
06,address
094734 27131,phone
ARYAN TECHNOLOGY,name
Computer store,category
"Shop 2, Daulat Nagar, Malda Katihar Road, near Girls School",address
097336 32252,phone
Samar Communication,name
Computer store,category
"14, Tulsia Chaudhary Basti",address
072091 42626,phone
Safikul Alam,name
Electronics store,category
"Shop No 5, Nayatola, Hawor Kuretha Road, near Masjid",address
070703 25815,phone
Akil Online Service,name
Computer store,category
"Ward No. 5, Pothia, Hospital Rd, near of Pothia Block",address
099343 14482,phone
Fajle Rasul,name
Computer store,category
"Ward No 01 Shop No 01, Near, Kishanganj - Bahadurganj Rd",address
077819 49012,phone
Safa Medical Shop,name
Computer store,category
2RVC QRX,address
062068 07282,phone
Saraogi Printers,name
Computer store,category
"01, Dharamshala Rd",address
070043 89279,phone
Madani Computer,name
Computer store,category
"Word No 04, near Jama Masjid",address
074828 72472,phone
Biyani Supermarket,name
Grocery store,category
"Biyani Complex, Neem Chand Road, Kishanganj Bazaar Rd",address
088985 38263,phone
V-Mart - Kishanganj,name
Clothing store,category
"Ghoramara, Paschimpali College Rd",address
084480 91174,phone
Vishal Mega Mart,name
Hypermarket,category
Near Khagra Mela Ground,address
074881 01007,phone
AMINA GROCERY MART,name
General store,category
Halim Chowk,address
088021 22810,phone
Annapurna General Store - BEST GROCERY STORE IN KISHANGANJ,name
Grocery store,category
"road, near bal mandir school complex, near caltex chowk",address
087892 59854,phone
Mahboob Store,name
General store,category
Kalu chowk,address
084060 08892,phone
FIRST STOP SUPERMART,name
Supermarket,category
"Safa Nagar, Kishanganj - Bahadurganj Rd",address
079798 71504,phone
Store 4 You,name
Grocery store,category
"Iqubal Colony, Kishanganj - Tayyabpur - Thakurganj - Galgaliya Rd, near SBI - Paschim palli",address
062067 77352,phone
GREEN MART,name
General store,category
Bahadurganj Road,address
098809 31526,phone
R D S GENERAL STORE,name
Indian grocery store,category
"Halim Chowk, near St.Xavier school",address
097330 43731,phone
Rashidi Market,name
Grocery store,category
4W3X+WQ9,address
078907 62670,phone
STYLE BAAZAR KISHANGANJ,name
Outlet mall,category
"Fall Chowk, Bari Masjid, Saudagar Patti Rd",address
090736 70514,phone
Sharma & sons store,name
Grocery store,category
Kelabagan,address
094722 39808,phone
Fresh Mart ( 9 to 10 ),name
Grocery store,category
"4W4V+32H, Abdul Rahim Khan Rd",address
091621 53689,phone
Aslam Store,name
Grocery store,category
Mastan Chowk,address
097988 27078,phone
ALL IN ONE GENERAL STORE,name
Grocery store,category
"Loharpatti Rd, in front of Rahmani Jama Masjid",address
096359 27704,phone
PALAK STORE,name
Indian grocery store,category
Loharpatti Rd,address
088096 66990,phone
Mehboob Alam KIRANA SHOP,name
Korean grocery store,category
"ward number 6, Mehboob Kirana shop, Gulam Ali",address
094181 94786,phone
Qutubganj Haat,name
Produce market,category
hat,address
094312 67396,phone
Pramod and amod Kirana store,name
Indian grocery store,category
near sardar Gopal Singh school,address
089863 40599,phone
MS Communication,name
Grocery store,category
"3WQJ+R6J, Halim Chowk Halim Chowk",address
074797 53149,phone
NUHU STORE,name
Grocery store,category
near by Sakim Mor,address
085092 08325,phone
Sarkar Store,name
General store,category
"Sarkar Store, near Fish Road",address
086033 51932,phone
ISMAIL GENERAL STORE line masjid chowk KISHANGANJ Bihar,name
General store,category
Line Masjid chowk,address
070335 61637,phone
General Store,name
General store,category
Loharpatti Rd,address
084091 27419,phone
Nehar General Store,name
Asian grocery store,category
St. Xavier's Colony,address
096796 54571,phone
Annapurna General Store - BEST GROCERY STORE IN KISHANGANJ,name
General store,category
"road, near bal mandir school complex, near caltex chowk",address
087892 59854,phone
Chand General Store,name
General store,category
Insan School Rd,address
082710 75681,phone
Apna Store,name
General store,category
"Mahavir Marg, near Jain Mandir",address
079790 40485,phone
PUJA GENERAL STORE,name
General store,category
"Uttarpali Thakurganj Road, near Shiv Mandir",address
099312 69543,phone
Mohan Store,name
General store,category
01,address
097982 69780,phone
AJMAL SHOP,name
General store,category
Kishanganj Day Market,address
072608 63170,phone
Goutam Store,name
General store,category
76,address
093824 04983,phone
MY STORE,name
General store,category
"Shop No.01, Mahesh Batna Engineering, College Road, near Jama Masjid",address
096617 47798,phone
Kishan General Store,name
General store,category
"Motibagh, Market, nearby Kishan Kirana Store",address
070339 12213,phone
Rehan Ayurvedic Store,name
General store,category
"Gandi Chowk, Shiv Mandir, Kishanganj Bazaar Rd",address
062071 31887,phone
SAHID SHOP,name
General store,category
Khagra Market,address
084344 27340,phone
Aman Stor,name
Grocery store,category
"Y5, Madrsha",address
091423 24001,phone
DUAA GENERAL STORE,name
Supermarket,category
"001, Kochadhaman - Alta Rd",address
097710 81919,phone
Imran Shop,name
General store,category
"Shop 01, Ward No 03, Sanmda Chowk Kishanganj Near, off Elite Public School",address
072503 45606,phone
Suman General Store,name
General store,category
"Hat, near of Jama Masjid Rd",address
099557 81119,phone
Ajmal General Store,name
General store,category
"P Chowk, L R, near of Satal Rd",address
080507 96354,phone
TANBIR GENERAL STORE,name
General store,category
"Tappu Hat, near Jama Masjid",address
078073 86022,phone
Shri Hanuman store,name
General store,category
"Dharamshala Rd, Near Raymond's Shop",address
094306 82640,phone
Shubham General Store,name
General store,category
"R C Building, near Shiv Mandir",address
082101 96710,phone
Masood General Store,name
General store,category
Line Khanquah Chowk,address
077629 57073,phone
Dinesh General,name
General store,category
"Ward 33, near of Bus Station",address
091131 18231,phone
RAHUL GENERAL STORE,name
General store,category
near Kali Mandir,address
080840 87692,phone
BHARTI GENERAL STORE,name
General store,category
"Shop No 3A, Nayatola Katihar, Road, near Hanuman Mandir",address
081307 88761,phone
Mahir General Store,name
General store,category
"Mantri Chowk, near of Mantri Rd",address
06355 261 345,phone
Anjali Kirana Store,name
General store,category
"13,kharitola, near Mahavir Mandir",address
095237 73803,phone
Pramod General Store,name
General store,category
Fal Chowk,address
093049 65391,phone
ANAND GENERAL STORE,name
General store,category
"SHOP NO 5A, BINOD PUR, KATIHAR YADAV TOLA CHOWK ROAD, near SALMAN MEDICAL",address
095707 00804,phone
Tarique General Store S,name
General store,category
997,address
099315 79084,phone
CHAND GENERAL STORE,name
General store,category
"REZA CHOWK, near of JAMA MASJID",address
095705 79659,phone
ASIF GENERAL STORE,name
General store,category
"Shop Number 01 Ward No 13, near Masjid",address
088098 99429,phone
RAHUL GENERAL STORE,name
General store,category
Town Bus Stop,address
073679 32313,phone
ASHARAF GENERAL STORE,name
General store,category
"Shop No 02 Ward No 11, near Masjid",address
085442 83782,phone
Brother General Store,name
General store,category
Hat,address
070046 33065,phone
Samiul General Store,name
General store,category
"Chowk, near School",address
062040 67137,phone
MASRIKUL GENERAL STORE,name
General store,category
"Block Chowk, Kishanganj - Bahadurganj Rd, near A.S HOSPITAL",address
074885 85261,phone
NARESH GENERAL STORE,name
General store,category
"Shop No 1, Golaghat Mansahi Road, near Brig",address
077390 95213,phone
Kishan Kirana Store,name
General store,category
"New Market, PS",address
082520 81083,phone
ABDUL GENERAL STORE,name
General store,category
"Shop No. 2 Noori Chowk Powakhali, Road, near National Highway 327",address
072600 07761,phone
Mahesh General Store,name
General store,category
"BASTAGOLA MASTAN, CHOWK, near Mastan",address
097711 83736,phone
Amir General Store,name
General store,category
"Uttarpally Police Line, near of Sultan Mansion Company",address
095463 87970,phone
Mister General Store,name
General store,category
"Word 15 Singhia, near Middle School",address
062009 16521,phone
Pramod General Store,name
General store,category
"06,Devnagar, near Janki Mandir",address
062049 43714,phone
General Store,name
General store,category
"Madina Market, Marwari college Rd",address
075410 20896,phone
Rajesh Kirana Store,name
General store,category
"Rajesh Kirana Store, near Dhangada School",address
070618 39132,phone
ANWAR GENERAL STORE,name
General store,category
"Shop No. 05 Noori Chowk Powakhali, Road, near National Highway 327",address
077380 41550,phone
Prem Store,name
General store,category
"Purab Palli Road, near MGM Medical College",address
094306 83101,phone
PUNAM GENERAL STORE,name
General store,category
"Shop No 1, A Souriya, Katihar Sonoli Road, near Souriya Ghat",address
080848 60253,phone
Sujit General Store,name
General store,category
"Road, near of Singia",address
082524 37743,phone
CHANDAN GENERAL STORE,name
General store,category
"SHOP NO 2, DUMARIA KATIHAR, Katihar Road, near Durga Mandir",address
093419 00145,phone
Abdul Haque General Store,name
General store,category
"Shop No 4, H. Golaghat Chowk, Mansahi Pranpur Road, near Jama Masjid",address
073048 84360,phone
AJ Store,name
General store,category
"Ward No 01, near Bethel Mission School",address
075868 18656,phone
Naim Store,name
General store,category
"01, Halim Chowk",address
088090 76733,phone
KHLEDA GENERAL STORE,name
General store,category
01,address
062016 68574,phone
Mishra Ji Store,name
General store,category
"02, Jilebiya More",address
096080 53619,phone
Maa Kali General Store,name
General store,category
223,address
091023 40474,phone
Aman Pooja Store,name
General store,category
"Ward No.13, Fal Chowk, near Bari Kothi Mandir",address
079911 78614,phone
SUDHIR GENERAL STORE,name
General store,category
Kishanganj,address
063532 89182,phone
General Store,name
General store,category
"At Mujabari Post, Ps",address
080923 87619,phone
ANWARUL GENERAL STORE,name
General store,category
"SHOP NO 12, PIYAZHATTI ROAD, near HANUMAN MANDIR",address
098774 14185,phone
SOFA KING,name
Furniture accessories supplier,category
"Halim chowk Bahadurganj mor, Bahadurganj Road",address
099555 81558,phone
Kaafka Furniture,name
Furniture store,category
07 Kishanganj,address
073200 54684,phone
saran wood craft,name
Furniture store,category
"Lahra Chowk, opposite of MRF and indane gas agency",address
099580 52431,phone
ZIA MARKET,name
Furniture store,category
"4W3X+RCV, Churipatti Rd",address
085443 02586,phone
SONAI KITCHEN CARE,name
Home goods store,category
"3WVR+6M4, Bihar Bus Stand, Kishanganj",address
082500 84990,phone
FANCY FURNITURE,name
Furniture store,category
"4X26+H7J, Purab Palli Road",address
093865 91797,phone
Kiran Enterprises,name
Furniture store,category
"4W3X+WCW, Churipatti Rd",address
094733 72182,phone
Modern cane furnitures & Bag House,name
Furniture store,category
"4W3X+RCM, ZIA MARKET,, Churipatti Rd",address
070330 64106,phone
KARALUMINIAM FURNITURE,name
Furniture store,category
"02, GANDHIJI MORE",address
098839 28433,phone
Mursalieen Steel Furniture,name
Furniture store,category
"Shop No 02 Wars No 21, Halimchowk, near of Jama Masjid",address
085409 78096,phone
Amaan Steel Furniture,name
Furniture store,category
387,address
075470 54387,phone
HODA FURNITURE,name
Furniture store,category
4W5W+2V2,address
06757 334 842,phone
Anwar Furniture House,name
Furniture store,category
"Shop No 1 Ward No 07 Barbatta, Market, near Kochadhaman",address
062052 57497,phone
Sahil Steel Furniture,name
Furniture store,category
881,address
082929 33545,phone
Unique Furniture,name
Furniture store,category
"Dreamz Commercial Complex, College Rd",address
098706 06110,phone
Shahnawaz Plywood,name
Furniture store,category
"01, Mastan Chowk",address
089694 32438,phone
ANJAR STORE,name
Furniture store,category
"2, Burnay",address
095604 75435,phone
Abu Lais Furniture,name
Furniture store,category
"Ward No 11 Barbatta, Market, near Kochadhaman",address
099396 75588,phone
RAGIB ELECTRIC,name
Furniture store,category
"SHOP NO 3 A, ISLAMPUR KATIHAR, D S, College Rd, near Rediant Hospital",address
084349 58499,phone
M J TRADING,name
Furniture store,category
Mohiuddin Pur Mohiuddin Pur,address
093048 01159,phone
Israil Furniture,name
Furniture store,category
"08, BLOCK ROAD",address
062873 55354,phone
Vikash Enterprises,name
Furniture store,category
Main Road,address
097983 72058,phone
फौजी ट्रेडर्स,name
Furniture store,category
"6V3F+PXC, Kishanganj - Bahadurganj Rd",address
094707 32751,phone
PINKU STEEL FURNITURE,name
Furniture store,category
"4W4R+F29, Netaji Subhash Rd",address
082983 55291,phone
Rajdhani Furniture And Electronics,name
Furniture store,category
Churipatti Rd,address
097982 05676,phone
Ak Steel farnichar,name
Furniture store,category
"Ak stell, Kishanganj - Bahadurganj Rd",address
083405 47822,phone
MD Yousuf SOFA KING,name
Sofa store,category
"Halim chowk mor, near subhas da gym",address
095460 74567,phone
Nayaab Furniture House And Electrics,name
Furniture store,category
"Shop No 05, near Government Hospital",address
080841 12032,phone
Furniture World,name
Furniture store,category
"Ground Floor, Q Heights, opposite V Mart",address
070043 34667,phone
Meraj Store,name
Department store,category
"4W5P+MJH, Kishanganj - Bahadurganj Rd",address
094308 56048,phone
SHREE ANAND,name
Clothing store,category
Saudagar Patti Rd,address
06456 222 733,phone
FI Fashion,name
Clothing store,category
thakurgaanj road,address
093417 14959,phone
Shoukat Dresses,name
Men's clothing store,category
Paschim Palli Chowk,address
080847 51522,phone
Gupta's-An Exclusive Readymade Showroom,name
Clothing store,category
Churipatti Rd,address
099344 44648,phone
LALIT KUMAR JAIN,name
Clothing store,category
Neem Chand Rd,address
082107 77602,phone
The Raymond shop,name
Clothing store,category
"Ground Floor, Dharamshala Rd, near Laxminarayan Mandir",address
080 4493 8912,phone
Sani Dresses Kishanganj,name
Clothing store,category
"Gandhi Chowk, opposite UCO Bank",address
075438 22229,phone
Priyanka Dresses,name
Clothing store,category
Churipatti Rd,address
094734 27857,phone
Jugmug Dresses,name
Men's clothing store,category
"1st Floor, Pannagulab Complex, 4th, Neem Chand Rd",address
084097 25179,phone
BHOOMI GARMENT,name
Clothing store,category
"Neam, Neem Chand Rd, 855107",address
084721 35550,phone
Ridhkaran Rajkaran(R.R.),name
Clothing wholesaler,category
Dharamshala Rd,address
085030 20302,phone
BHARAT DRESSES,name
Clothing store,category
BHARAT PRASAD GUPTA Khagra Nawab Road,address
079039 15044,phone
Duke Showroom,name
Clothing store,category
Hospital Rd,address
062998 57370,phone
New AMAYRA ( AMAYRA ETHNIC COLLECTION). (A COMPLETE FAMILY ETHNIC SHOWROOM),name
Clothing store,category
"Churipatti Rd, opposite of Haider Nursing Home",address
088024 86365,phone
Shree Bahubali,name
Saree Shop,category
"Dharamshala Rd, beside pukhraj bafna jewellers",address
096417 77769,phone
Pushpanjali,name
Shopping mall,category
Saudagar Patti Rd,address
090387 57626,phone
AGARWAL CLOTH STORE,name
Clothing store,category
"4X32+35G, Neem Chand Rd",address
070040 62273,phone
SK DRESSES,name
Store,category
Hospital Rd,address
070043 06869,phone
Manyavar,name
Men's clothing store,category
"1st Floor, Mahavir Marg, near Congress Office",address
080 3700 2485,phone
Fabric Trends,name
Clothing store,category
"4W4V+358, near S R Products",address
087971 01213,phone
Fashion City - Kishanganj,name
Shopping mall,category
Mall Bazar Rd,address
096939 61117,phone
Suraj vastralay,name
Clothing store,category
"Style Bazar, Opp: Bata showroom",address
094314 78787,phone
SRK COLLECTION,name
Clothing store,category
"SRK COLLECTION, Kailash Chowk, near Durga Mandir",address
070709 74321,phone
BIHAR SHOWROOM,name
Clothing store,category
"Churipatti Rd, near Canera Bank",address
095724 29199,phone
Afsar Fashion Stor,name
Clothing store,category
W E,address
091426 84901,phone
Ruchika,name
Men's clothing store,category
"4X32+6FH, Neem Chand Rd",address
094733 49048,phone
M.a Fashion Store,name
Clothing store,category
"Shop No 3, Road, near by Mashalda",address
06295 673 248,phone
Anwar Cloth Store,name
Clothing store,category
"Hospital Rd, near sadar hospital Gandhi Chowk, opp. bata Showroom",address
093344 33485,phone
Good luck Tailors,name
Clothing store,category
"Bhagat Toli Rd, near Gandhi Chowk",address
070042 10984,phone
NEW COLLECTION,name
Clothing store,category
"4W5W+3C5, College Rd",address
062011 09016,phone
AL HAYA HIJAB CENTRE,name
Women's clothing store,category
"4W3V+FRX, Line Masjid Rd",address
094304 45294,phone
krishna cloth store,name
Clothing store,category
"ward no 8 Raipur, road, near of mandir",address
093346 15115,phone
Aadee Dresses,name
Uniform store,category
"4X33+49W, Ground Floor,Parasnath Bhawan, Dharamshala Rd",address
65456224683,phone
Hanif Cloth Store,name
Clothing store,category
"SHOP NO 02, BIHARI NEAR",address
087683 75134,phone
Cotton Shop,name
Clothing store,category
"8, Churipatti Rd",address
074797 53556,phone
Darshan Matching centre,name
Clothing store,category
"Near: Value plus, Saudagar Patti Rd",address
080841 11074,phone
Bata Shoe Store,name
Clothing store,category
"ASHA NAND COMPLEX, Hospital More, 2",address
082328 88754,phone
Up To Date Trailor,name
Clothing store,category
412,address
099344 92104,phone
NEW NIQAB COLLECTION,name
Clothing store,category
"4W3V+R4F, near National High School",address
082102 44921,phone
KHABIR SHOP,name
Clothing store,category
Khagra Mela Marjet,address
095235 08784,phone
Sandeep Stall,name
Clothing store,category
"Shop No 02, Ward No 26, Mahavir Marg, near of Laxmi Hotel",address
082102 01954,phone
Gulshan Cloth Store,name
Clothing store,category
Kishanganj,address
072099 40075,phone
Rahul Store,name
Baby store,category
01,address
070631 75676,phone
Hindustan Fashion,name
Clothing store,category
"4W5W+3F3, Kishanganj - Bahadurganj Rd",address
089871 93478,phone
sanjay cloth store,name
Clothing store,category
"4X23+XQX, Dharamshala Rd",address
095706 82106,phone
BROTHERS ENTERPRISES,name
Clothing store,category
"Pashimpally, near of Durga Mandir",address
091361 90149,phone
Ashok Dresses,name
Saree Shop,category
Loharpatti Rd,address
062079 05829,phone
SAFDAR CLOTHS STORE,name
Clothing store,category
"ward 2, Imligola Chowk, Insan School Rd, near Bilal Masjid",address
070073 51423,phone
Khushboo Cloth Store,name
Clothing store,category
"Churripatti, Pilkhana Rd",address
096085 84323,phone
AZIZ CLOTH STORE,name
Clothing store,category
"NimChand Road, near Daftari Mall",address
075410 05987,phone
Fancy Garments,name
Women's clothing store,category
"V Mart, Road",address
077629 56152,phone
Shalik Cloth Store,name
Clothing store,category
"Shop No.01 Ward No.01 PachhimPali, Kishanganj - Bahadurganj Rd",address
075469 99084,phone
Anjar Cloth,name
Women's clothing store,category
"786, Dighli Lohagachi",address
073659 10308,phone
HODA DRESSES,name
Clothing store,category
"Churipatti Rd, near MADNI MASJID",address
079036 96791,phone
Roshni Cosmatikes,name
Clothing store,category
Loharpatti Rd,address
088252 13104,phone
Gautam Wastralaya,name
Clothing store,category
"Dumariya Post, Near, Hospital Rd",address
089864 12418,phone
Parwez Cloth Store,name
Clothing store,category
3WQV+425 W S,address
083683 41818,phone
Cloth Store,name
Men's clothing store,category
Hospital Rd,address
062065 21332,phone
ANAS COLLECTION,name
Clothing store,category
"01, near of Apna Bazar",address
074837 60424,phone
Fashion Clothe Store,name
Clothing store,category
"SHOP NO, PRIMARY SCHOOL, near PRANPUR",address
078725 18907,phone
Raju Cloth Shop,name
Clothing store,category
"Shop No 8, P Pranpur Road, near C.B.I",address
093413 76613,phone
SN COLLECTION NOUSHAD,name
Men's clothing store,category
"Shop No 3 A, Shiv Mandir Katihar, Bara Bazar Road, near LMB",address
079798 40635,phone
BHARTI BASTRALAYA,name
Clothing store,category
"3WXW+83H, Neem Chand Rd",address
097759 11734,phone
ABDUL CLOTH STORE,name
Saree Shop,category
"5, SABUDANGI",address
070706 45279,phone
New York Cloth and Tailors,name
Tailor,category
KW.003.0043 Dey Market Near Metro Cinema Hall,address
070042 33483,phone
Aslam Cloth Store,name
Clothing store,category
"Khagara Mela, cloth Store, 06, BSF campus Road",address
085442 53526,phone
Hasan Brothers,name
Sporting goods store,category
"Holding No. KW 0210001, Saudagar Patti Rd",address
094309 47393,phone
ANSAR GARMENTS,name
Clothing store,category
"SHOP NO.02 LAHRA CHOWK, NEAR, CHAKLA ROAD",address
096315 27420,phone
Ansari Garments,name
General store,category
"Kariali Bazar, Bhalka Road",address
075016 81397,phone
Fancy Foot,name
Shoe store,category
Churipatti Rd,address
099344 44790,phone
Ummat Garments,name
Clothing store,category
Meer Thakurganj Road,address
099318 28480,phone
GOLAM CLOTH STORE,name
Clothing store,category
"Shop No. 02 Noori Chowk Powakhali, Road, near National Highway 327",address
074883 56861,phone
Sakir Clothes,name
Clothing store,category
Camptola Laxmipur,address
088498 31651,phone
Tanishq Jewellery - Kishanganj,name
Jewelry store,category
"Tanishq, near Rajbari Honda showroom",address
092644 76701,phone
MANIRUL SWEET CENTRE,name
Sportswear store,category
"SAKIM MOAR, sakim moar",address
078720 73822,phone
MOMINA BEGAM,name
Sportswear store,category
Kariali Kariali,address
094341 53245,phone
shanwaj clothe store,name
Tailor,category
"shop no 07 jhala, near masjid",address
088492 04297,phone
Mohammad Shaddab,name
Women's clothing store,category
Khagra Market,address
094996 51610,phone
MEHBOOB CLOTH STORE,name
Men's clothing store,category
"Churipatti Rd, near MADNI MASJID",address
079033 59544,phone
Moazzam Multi-Complex Center,name
Clothing store,category
"Paschimpali, 855107 Kishanganj, Road",address
06456 222 999,phone
Uttam Babu Cloth Shop,name
Clothing store,category
"Shop No 9, Pranpur Pranpur Road",address
090068 01047,phone
Najim Cloth Store,name
Clothing store,category
Munna Mustak Chowk,address
080024 31847,phone
Sohel Cloth Store,name
Boutique,category
Ward No.11,address
089502 24469,phone
Nawaz Brother Cloth Store,name
Clothing store,category
"Shop 01 Ward No 02, Lahra Chowk, near Marwari College",address
082710 08820,phone
Manjur Garments,name
Clothing store,category
"Ward No 01, Near Bethel Mission School Fulwari",address
086178 32691,phone
AFTAB CLOTH SHOP,name
Clothing store,category
near of V Mart,address
088774 32047,phone
TANIYA CLOTH STORE,name
Clothing store,category
3WQJ+V9V,address
097096 54559,phone
Anash Cloth Store,name
Tailor,category
"Hat, near Congress Office",address
075419 36461,phone
Amit Garments Store,name
Clothing store,category
"Bazar, Shiv Mandir Rd",address
062966 18984,phone
Manjar Cloth Stor,name
Clothing store,category
Q,address
070911 56272,phone
R.N GARMENTS,name
Clothing store,category
"SHOP NO.11, THIKRIBARI HAT, near Thikribari Madarsa",address
089276 91901,phone
Yeasin Clothes Stores,name
Men's clothing store,category
"Shop No 3, Daily Bazar, nearby Ratua",address
093824 53742,phone
Agarwal Hardware Store,name
Building materials supplier,category
"Gandhi Chowk, Hospital Rd, below SBI Main Branch",address
094312 32217,phone
Kishanganj Hardware,name
Hardware store,category
Marwari college Rd,address
099101 83430,phone
M/s Kumar Hardware,name
Hardware store,category
near Hero Showroom,address
081005 08327,phone
Garib Nawaz Trading,name
Hardware store,category
"Ward no-1, College Road",address
098017 79999,phone
Choudhary Hardware,name
Hardware store,category
Nawab Road,address
094733 25499,phone
MUKHIYA JEE HARDWARE,name
Hardware store,category
Bazar Markat Markat Road,address
089440 46974,phone
Das Hardware,name
Hardware store,category
Dey Market,address
094308 55375,phone
Tiwari Hardware,name
Hardware store,category
Hospital Rd,address
074619 77029,phone
dey market kishanganj,name
Shoe store,category
"3WXW+J8H, Dey Market Chowk",address
072600 02220,phone
Nurul Hardwear,name
Hardware store,category
"07, Powakhali Main Road",address
063928 67526,phone
PLUMBING ZONE,name
Hardware store,category
"Mahavir Marg, near BHARAT NURSING HOME",address
073640 64958,phone
HN Traders - Ambuja Cement,name
Hardware store,category
"Pashchim palli, KTTG Rd, near bhumi rice mill",address
096080 33910,phone
Sun Steel,name
Hardware store,category
"786, Khagra",address
091289 80773,phone
Aftab Box Sope,name
Hardware store,category
"786, Khagra",address
089007 26398,phone
SAWARIYA TRADERS,name
Hardware store,category
"road, Station Rd",address
094734 27177,phone
RAHMATULLAH STORES,name
Hardware store,category
